Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Loamy,5.71,16.33,1.32,0.84,120,45,98,27.09,82.34,755.54,Potato,Harvest,Zaid,Sprinkler,Cotton,South,103.42,3.68,Zinc Sulphate
Loamy,7.15,28.49,0.89,2.11,37,83,55,15.98,48.17,2939.85,Potato,Sowing,Rabi,Sprinkler,Cotton,West,95.59,2.95,Urea
Silt,5.13,46.93,0.34,1.27,30,71,57,10.9,64.94,1655.64,Wheat,Vegetative,Rabi,Drip,Cotton,West,138.72,7.27,Urea
Sandy,7.25,24.7,0.38,0.19,29,28,118,35.71,81.47,777.68,Maize,Sowing,Kharif,Rainfed,Rice,North,118.92,1.27,Urea
Clay,5.01,38.74,1.26,1.3,72,27,99,24.93,88.65,2565.33,Rice,Harvest,Zaid,Canal,Maize,South,130.81,6.74,DAP
Loamy,6.2,30.78,1.41,1.7,73,53,117,22.43,71.31,1377.05,Tomato,Vegetative,Kharif,Sprinkler,Wheat,South,68.54,4.58,NPK
Silt,5.49,15.89,0.46,0.54,25,29,106,32.89,87.01,1981.18,Wheat,Harvest,Kharif,Sprinkler,Tomato,North,88.23,6.56,Urea
Clay,7.49,26.51,0.21,0.63,125,11,113,10.99,55.41,2561.99,Tomato,Sowing,Rabi,Sprinkler,Maize,North,176.62,2.06,DAP
Sandy,5.55,46.24,0.63,1.45,158,39,49,32.96,77.37,1065.77,Wheat,Vegetative,Kharif,Drip,Maize,East,177.3,7.3,DAP
Silt,8.03,40.6,0.24,1.09,52,60,63,22.27,86.26,1818.13,Tomato,Vegetative,Zaid,Drip,Cotton,Central,74.26,3.45,Urea
Loamy,8.07,15.99,1.28,1.38,88,53,36,26.55,33.19,357.14,Sugarcane,Sowing,Kharif,Drip,Maize,North,201.38,7.85,MOP
Clay,5.29,18.17,0.84,1.44,115,56,88,32.57,49.05,856.72,Rice,Vegetative,Rabi,Rainfed,Tomato,South,294.55,6.35,Compost
Loamy,6.96,42.04,1.03,0.51,107,52,12,26.4,74.42,588.52,Wheat,Vegetative,Rabi,Rainfed,Maize,South,148.01,6.94,MOP
Sandy,4.85,50.67,0.73,0.63,74,20,102,11.85,48.92,2003.73,Sugarcane,Harvest,Rabi,Sprinkler,Cotton,West,90.62,1.24,DAP
Clay,6.07,27.47,0.65,2.56,70,51,104,31.86,31.02,913.03,Tomato,Sowing,Zaid,Sprinkler,Wheat,North,298.87,1.06,NPK
Sandy,7.35,39.77,0.49,0.57,44,28,68,33.59,78.42,2327.96,Wheat,Vegetative,Kharif,Sprinkler,Maize,East,181.59,2.31,Urea
Sandy,7.14,18.53,1.2,2.03,124,12,113,23.86,39.88,2331.18,Rice,Vegetative,Kharif,Drip,Cotton,East,110.73,5.9,DAP
Silt,7.0,25.57,1.1,1.31,42,13,27,23.17,49.25,2395.88,Wheat,Vegetative,Kharif,Sprinkler,Rice,Central,269.33,5.28,Urea
Loamy,5.63,11.01,0.67,2.91,65,47,33,17.56,84.63,571.36,Cotton,Sowing,Kharif,Canal,Sugarcane,East,81.57,6.55,MOP
Clay,6.01,48.41,0.62,0.29,33,82,70,29.32,42.53,1672.94,Cotton,Harvest,Zaid,Sprinkler,Sugarcane,Central,96.41,6.6,Urea
Sandy,4.91,30.05,0.2,2.51,124,81,112,36.46,83.69,2101.48,Cotton,Harvest,Rabi,Drip,Potato,North,239.29,6.78,Compost
Sandy,7.38,50.81,0.28,1.53,141,43,66,29.68,55.35,1103.77,Cotton,Sowing,Kharif,Rainfed,Rice,South,277.77,7.96,SSP
Clay,6.52,45.42,1.01,0.12,52,60,53,33.14,85.09,928.18,Potato,Vegetative,Kharif,Canal,Wheat,North,157.53,5.51,Urea
Sandy,7.34,51.44,0.87,0.86,139,40,56,35.12,82.61,2210.28,Maize,Vegetative,Kharif,Drip,Rice,Central,67.61,4.54,NPK
Silt,5.5,24.28,0.77,1.28,50,46,81,16.78,54.91,1183.63,Tomato,Harvest,Zaid,Rainfed,Sugarcane,South,206.21,3.64,Urea
Silt,5.8,19.26,1.28,1.01,42,53,102,22.06,85.31,896.86,Wheat,Harvest,Kharif,Rainfed,Tomato,North,241.17,7.77,Urea
Silt,5.84,58.6,0.86,1.15,134,68,46,23.08,67.96,1776.14,Wheat,Flowering,Rabi,Sprinkler,Maize,North,181.6,5.55,MOP
Silt,4.6,45.87,0.7,2.76,73,27,46,26.77,58.54,1937.08,Wheat,Flowering,Zaid,Canal,Rice,West,148.05,5.97,DAP
Sandy,5.86,51.7,0.41,1.15,103,34,82,11.48,61.84,2375.05,Wheat,Vegetative,Kharif,Sprinkler,Rice,Central,219.44,6.13,DAP
Clay,7.71,10.66,1.27,1.31,75,19,54,27.65,33.8,314.6,Sugarcane,Flowering,Rabi,Sprinkler,Tomato,South,168.11,2.98,DAP
Clay,8.09,27.72,0.95,2.31,111,78,39,12.66,78.46,688.57,Maize,Harvest,Zaid,Sprinkler,Rice,East,245.42,6.05,MOP
Clay,6.57,47.14,0.32,2.4,27,88,24,34.2,47.55,2376.3,Tomato,Flowering,Rabi,Drip,Maize,West,51.55,2.61,Urea
Clay,6.32,13.9,1.04,0.34,81,34,113,38.89,46.21,1689.24,Wheat,Sowing,Kharif,Drip,Tomato,West,202.1,4.65,DAP
Loamy,4.62,38.37,0.75,2.14,73,60,85,18.69,72.92,2457.01,Sugarcane,Sowing,Rabi,Drip,Wheat,North,261.42,1.95,Compost
Clay,8.02,31.45,1.25,1.5,138,62,114,25.2,52.25,1455.87,Potato,Flowering,Kharif,Sprinkler,Wheat,South,220.36,4.69,Zinc Sulphate
Loamy,4.55,10.88,1.39,0.49,127,19,36,34.7,60.85,1486.28,Maize,Vegetative,Kharif,Sprinkler,Wheat,South,191.98,7.28,DAP
Loamy,8.28,21.8,0.98,0.87,107,58,56,19.44,55.29,1257.19,Sugarcane,Flowering,Zaid,Sprinkler,Rice,West,105.82,3.59,Zinc Sulphate
Silt,6.46,24.24,1.15,0.23,34,47,56,14.73,60.28,2135.35,Cotton,Sowing,Kharif,Drip,Cotton,East,187.73,4.14,Urea
Loamy,5.87,15.59,0.27,1.14,133,55,40,32.17,43.33,1852.58,Cotton,Flowering,Zaid,Drip,Maize,West,253.76,5.31,SSP
Sandy,8.2,41.58,0.93,0.84,24,79,86,30.95,83.1,1299.65,Sugarcane,Flowering,Kharif,Sprinkler,Maize,North,264.53,7.99,Urea
Loamy,4.6,22.12,1.18,1.21,36,20,24,27.1,66.61,725.14,Wheat,Flowering,Kharif,Rainfed,Tomato,East,209.49,7.46,Urea
Silt,6.83,23.88,0.85,1.78,111,25,63,38.33,44.02,206.71,Maize,Harvest,Rabi,Rainfed,Sugarcane,Central,296.09,3.87,DAP
Loamy,6.7,54.91,0.97,2.22,136,41,78,38.65,35.49,455.78,Rice,Sowing,Zaid,Rainfed,Maize,South,79.67,7.88,NPK
Sandy,5.38,33.36,1.37,1.86,150,11,51,35.85,62.13,501.95,Sugarcane,Flowering,Zaid,Drip,Wheat,South,220.89,6.22,DAP
Sandy,6.22,29.61,0.46,2.07,121,67,71,18.79,58.09,1794.28,Tomato,Harvest,Rabi,Drip,Wheat,Central,60.87,1.75,MOP
Sandy,7.11,46.19,0.33,2.61,120,47,34,16.76,85.95,2325.75,Sugarcane,Vegetative,Rabi,Canal,Wheat,Central,263.58,7.89,MOP
Silt,7.41,55.48,1.1,2.63,70,88,21,35.07,43.84,1479.26,Sugarcane,Harvest,Kharif,Rainfed,Cotton,East,244.4,5.92,MOP
Silt,4.5,11.25,1.27,2.6,73,66,18,29.54,82.9,1359.93,Wheat,Flowering,Rabi,Sprinkler,Cotton,South,253.68,5.48,MOP
Clay,8.25,32.41,1.31,0.54,158,86,99,21.88,75.99,569.91,Sugarcane,Flowering,Rabi,Drip,Maize,North,140.35,7.77,Zinc Sulphate
Silt,5.16,40.54,1.03,0.83,109,80,46,22.29,58.59,2722.84,Rice,Flowering,Rabi,Sprinkler,Sugarcane,South,103.56,4.56,Compost
Sandy,5.43,25.93,1.28,1.56,132,68,18,35.6,82.43,2258.56,Cotton,Flowering,Kharif,Canal,Potato,East,103.12,2.32,MOP
Sandy,5.55,48.62,1.11,1.14,55,66,78,14.9,81.71,1367.35,Cotton,Harvest,Zaid,Sprinkler,Sugarcane,West,277.03,2.99,Urea
Silt,4.65,58.57,0.31,0.48,109,76,64,38.32,72.87,471.64,Tomato,Harvest,Kharif,Canal,Wheat,East,180.56,5.08,Compost
Loamy,4.99,57.17,1.19,0.93,139,24,55,29.0,36.09,2569.04,Maize,Sowing,Kharif,Canal,Potato,Central,97.55,2.57,DAP
Silt,8.45,23.3,0.43,2.93,110,67,80,33.74,39.61,674.97,Maize,Flowering,Rabi,Drip,Sugarcane,East,69.82,2.95,Zinc Sulphate
Silt,5.76,21.32,0.51,1.11,117,12,50,21.13,65.5,2085.47,Cotton,Sowing,Kharif,Rainfed,Wheat,West,154.22,7.42,DAP
Sandy,4.96,57.87,0.71,1.31,79,67,104,27.61,44.73,1150.9,Rice,Sowing,Rabi,Sprinkler,Wheat,East,84.06,3.85,Compost
Clay,4.93,32.93,0.61,0.12,109,36,117,32.5,63.07,2606.75,Rice,Vegetative,Kharif,Drip,Cotton,North,138.71,6.52,DAP
Sandy,7.38,20.41,0.62,2.19,41,24,110,23.05,63.65,1843.45,Wheat,Flowering,Rabi,Drip,Cotton,Central,83.79,4.2,Urea
Clay,7.92,45.35,0.42,1.3,43,69,16,24.64,65.23,836.7,Cotton,Sowing,Rabi,Rainfed,Tomato,West,185.51,5.28,Urea
Sandy,5.53,24.22,0.58,0.4,159,12,14,27.46,64.19,235.46,Cotton,Harvest,Zaid,Rainfed,Rice,East,66.26,7.82,DAP
Silt,4.58,23.36,0.23,2.91,94,37,61,11.9,52.76,794.6,Maize,Sowing,Zaid,Canal,Rice,North,65.29,1.12,DAP
Sandy,5.39,53.96,0.81,2.35,79,56,90,35.9,42.61,1222.94,Wheat,Sowing,Zaid,Drip,Rice,South,254.12,1.5,Compost
Sandy,4.73,18.12,1.2,2.21,99,74,84,36.0,61.11,2183.48,Cotton,Flowering,Kharif,Rainfed,Maize,East,70.9,2.94,Compost
Sandy,4.91,13.22,1.32,2.88,26,62,46,18.44,59.71,805.11,Maize,Flowering,Kharif,Rainfed,Tomato,East,292.27,4.53,Urea
Silt,6.23,23.46,1.27,1.28,72,29,69,36.39,46.51,932.21,Maize,Vegetative,Zaid,Sprinkler,Sugarcane,South,194.47,7.74,DAP
Silt,5.42,40.35,0.74,2.18,43,20,45,32.36,33.07,1418.28,Potato,Harvest,Zaid,Canal,Rice,South,123.52,3.66,Urea
Silt,6.56,16.15,1.15,0.7,72,34,100,24.5,42.33,320.18,Maize,Sowing,Rabi,Sprinkler,Wheat,North,118.02,3.97,DAP
Silt,5.51,33.58,0.57,2.12,32,72,10,20.43,63.05,2351.52,Maize,Sowing,Zaid,Drip,Maize,West,216.21,5.55,Urea
Clay,8.26,41.37,0.27,0.14,97,13,10,21.98,62.14,420.51,Tomato,Vegetative,Rabi,Rainfed,Potato,East,265.73,7.87,DAP
Clay,8.12,52.44,1.08,0.47,114,63,87,26.03,38.02,2263.65,Rice,Vegetative,Rabi,Drip,Tomato,Central,180.33,2.86,Zinc Sulphate
Loamy,6.77,21.49,1.04,1.33,91,69,69,22.38,66.36,950.29,Tomato,Vegetative,Kharif,Sprinkler,Sugarcane,East,241.25,5.42,NPK
Silt,5.92,50.87,1.24,0.14,20,37,101,22.61,55.36,1487.81,Sugarcane,Sowing,Kharif,Rainfed,Rice,West,283.93,6.41,Urea
Clay,6.02,21.75,1.0,1.44,123,19,50,16.09,69.22,1349.11,Tomato,Harvest,Kharif,Drip,Sugarcane,South,201.33,2.41,DAP
Sandy,6.15,43.84,0.4,1.62,134,45,74,31.23,83.28,909.13,Maize,Vegetative,Kharif,Canal,Rice,North,155.38,2.45,NPK
Silt,7.41,31.53,1.31,1.9,100,89,17,28.29,48.51,916.0,Rice,Harvest,Kharif,Canal,Wheat,East,77.8,5.28,MOP
Loamy,6.31,15.73,1.02,0.39,60,42,118,39.76,50.84,2857.34,Potato,Harvest,Kharif,Rainfed,Cotton,South,222.76,6.45,Urea
Loamy,7.93,45.71,1.25,0.62,32,68,50,14.24,70.61,1055.32,Sugarcane,Flowering,Kharif,Rainfed,Sugarcane,West,263.0,3.58,Urea
Loamy,8.28,20.89,1.21,1.88,46,54,56,13.41,86.95,712.66,Rice,Vegetative,Rabi,Drip,Tomato,Central,54.38,6.99,Urea
Sandy,5.84,18.83,0.59,2.01,142,60,116,25.48,59.17,901.38,Sugarcane,Harvest,Zaid,Rainfed,Cotton,Central,211.69,4.14,DAP
Clay,6.74,27.92,0.3,0.18,59,55,99,14.56,40.16,2146.56,Rice,Sowing,Kharif,Canal,Cotton,Central,66.91,4.38,Urea
Sandy,4.88,42.66,0.43,1.67,95,22,45,28.32,86.1,1064.86,Wheat,Flowering,Zaid,Canal,Potato,South,285.67,3.47,DAP
Silt,5.3,21.7,0.32,2.38,71,13,102,15.88,58.19,680.5,Rice,Sowing,Zaid,Rainfed,Wheat,East,153.64,2.61,DAP
Loamy,6.15,19.18,0.52,0.3,99,51,113,24.49,57.64,1360.56,Wheat,Vegetative,Kharif,Rainfed,Cotton,South,96.33,2.72,NPK
Sandy,5.32,10.5,0.8,1.3,53,36,118,28.34,62.39,529.13,Tomato,Vegetative,Rabi,Canal,Sugarcane,West,100.57,5.92,Urea
Sandy,8.01,33.58,1.38,1.05,153,17,13,23.74,45.15,1316.26,Sugarcane,Harvest,Zaid,Rainfed,Potato,West,72.64,3.96,DAP
Clay,5.13,31.43,1.33,2.75,67,55,51,19.6,77.08,2614.22,Tomato,Vegetative,Kharif,Drip,Maize,East,214.41,2.96,Compost
Clay,6.32,21.69,1.13,0.64,100,17,11,33.47,68.46,1244.15,Cotton,Vegetative,Rabi,Sprinkler,Sugarcane,Central,269.65,4.55,DAP
Loamy,6.92,12.68,0.23,1.02,26,35,103,35.64,87.29,1639.59,Cotton,Flowering,Kharif,Canal,Rice,West,145.24,1.24,Urea
Sandy,7.27,31.46,0.64,2.71,25,10,56,18.34,42.23,2409.59,Maize,Harvest,Kharif,Canal,Rice,Central,182.71,4.58,Urea
Sandy,6.03,49.41,1.09,1.06,72,70,29,34.4,67.15,1644.73,Potato,Harvest,Zaid,Rainfed,Tomato,North,114.72,5.16,MOP
Clay,7.98,45.76,0.37,1.64,20,48,39,21.75,61.0,332.69,Tomato,Flowering,Kharif,Sprinkler,Rice,Central,244.13,7.57,Urea
Sandy,6.77,53.04,1.24,0.2,48,18,91,24.63,83.69,801.64,Sugarcane,Harvest,Kharif,Sprinkler,Potato,South,212.37,5.83,Urea
Sandy,6.26,10.48,1.39,2.96,111,36,39,16.95,31.82,2703.94,Potato,Sowing,Rabi,Rainfed,Sugarcane,South,299.56,4.2,DAP
Sandy,4.77,58.32,0.66,2.49,122,79,119,28.77,75.65,2446.12,Rice,Sowing,Zaid,Rainfed,Sugarcane,North,262.8,4.88,Compost
Clay,6.36,27.07,1.12,1.94,142,29,108,13.03,67.38,2329.87,Maize,Flowering,Zaid,Sprinkler,Cotton,East,85.19,7.87,DAP
Loamy,7.78,59.52,0.39,0.28,121,74,10,27.75,66.45,1732.92,Tomato,Harvest,Kharif,Canal,Cotton,North,261.03,2.1,MOP
Silt,6.96,22.63,1.1,0.32,117,25,67,39.69,82.52,1189.13,Rice,Sowing,Kharif,Sprinkler,Sugarcane,South,63.47,5.63,DAP
Loamy,7.83,33.58,0.23,1.68,78,77,76,32.6,65.39,2144.28,Cotton,Sowing,Zaid,Canal,Maize,South,87.34,6.14,Zinc Sulphate
Silt,6.48,27.7,0.4,0.93,64,76,32,36.85,72.96,2057.38,Maize,Vegetative,Kharif,Rainfed,Tomato,South,146.21,3.74,MOP
Sandy,4.97,27.79,1.12,1.91,141,31,54,23.93,68.74,1999.73,Sugarcane,Sowing,Kharif,Sprinkler,Tomato,East,97.41,2.88,DAP
Loamy,4.55,52.11,1.13,1.83,42,82,113,14.26,34.17,1610.29,Tomato,Harvest,Kharif,Drip,Wheat,East,121.3,3.08,Urea
Silt,5.71,47.32,1.03,2.53,51,65,31,18.65,36.77,926.29,Sugarcane,Harvest,Zaid,Rainfed,Cotton,Central,227.53,3.59,Urea
Clay,7.29,59.61,0.82,0.92,91,66,58,11.47,50.31,1419.21,Maize,Sowing,Zaid,Drip,Cotton,West,190.22,2.56,Urea
Clay,7.66,40.68,1.08,1.78,130,63,57,25.05,70.54,1633.93,Potato,Vegetative,Rabi,Drip,Sugarcane,West,149.74,3.73,NPK
Loamy,5.68,33.16,1.21,2.35,94,17,72,29.49,31.59,804.82,Potato,Vegetative,Rabi,Rainfed,Tomato,South,211.5,6.31,DAP
Loamy,6.48,14.5,1.46,1.52,72,16,57,22.73,76.36,844.16,Maize,Sowing,Kharif,Drip,Maize,West,50.05,5.18,DAP
Sandy,6.18,59.83,1.36,2.51,39,85,53,26.9,42.18,2417.16,Rice,Flowering,Rabi,Canal,Cotton,West,269.75,6.24,Urea
Loamy,6.14,37.58,1.23,0.48,148,10,60,19.62,63.57,1095.37,Rice,Sowing,Kharif,Rainfed,Rice,North,148.59,7.66,DAP
Sandy,5.43,45.02,1.1,2.23,76,63,71,12.58,42.07,2926.29,Sugarcane,Sowing,Rabi,Rainfed,Tomato,East,172.26,2.73,Compost
Sandy,5.05,30.34,0.95,2.83,85,21,88,22.96,40.56,1421.91,Sugarcane,Harvest,Kharif,Sprinkler,Potato,West,79.29,3.32,DAP
Clay,5.29,37.39,0.36,1.06,158,89,50,26.43,50.05,1904.5,Tomato,Flowering,Kharif,Sprinkler,Rice,North,239.32,3.25,Compost
Clay,4.72,57.13,0.42,1.16,65,23,89,39.48,85.29,1611.04,Maize,Harvest,Zaid,Sprinkler,Cotton,Central,298.76,5.73,DAP
Silt,5.29,18.32,1.27,0.34,49,28,36,20.42,44.27,1580.75,Potato,Vegetative,Zaid,Drip,Sugarcane,Central,241.58,3.85,Urea
Clay,4.54,24.62,1.24,1.96,26,28,105,30.33,32.91,2692.02,Tomato,Sowing,Rabi,Rainfed,Sugarcane,Central,84.89,2.96,Urea
Clay,7.01,17.6,1.0,1.7,114,86,107,34.68,82.93,460.45,Wheat,Vegetative,Kharif,Sprinkler,Potato,Central,282.5,5.41,NPK
Loamy,5.77,49.61,0.77,0.22,62,83,66,20.06,56.34,1168.06,Tomato,Sowing,Kharif,Drip,Sugarcane,West,196.12,7.37,Urea
Clay,8.39,13.1,0.23,2.28,98,37,51,37.9,67.26,1000.83,Maize,Flowering,Zaid,Canal,Maize,East,266.51,3.13,DAP
Silt,5.27,14.08,0.63,2.5,55,86,21,20.16,83.15,1112.81,Maize,Sowing,Kharif,Sprinkler,Rice,South,155.53,5.94,Urea
Loamy,5.88,24.92,0.75,2.73,148,24,91,39.09,75.34,2755.25,Potato,Flowering,Zaid,Sprinkler,Wheat,South,119.63,3.89,DAP
Silt,5.93,35.71,0.83,1.68,26,72,91,10.06,77.79,395.69,Cotton,Flowering,Rabi,Sprinkler,Cotton,South,55.34,7.23,Urea
Clay,4.53,30.31,1.41,1.41,63,32,69,29.03,58.81,993.48,Potato,Flowering,Zaid,Sprinkler,Maize,North,287.15,5.05,DAP
Silt,7.86,12.24,0.34,2.64,80,52,73,33.7,71.24,2265.51,Maize,Harvest,Kharif,Canal,Maize,North,88.45,3.76,Zinc Sulphate
Loamy,4.63,57.87,0.87,1.26,45,19,13,18.4,87.83,868.5,Tomato,Vegetative,Zaid,Rainfed,Sugarcane,Central,245.51,6.59,Urea
Sandy,8.26,57.64,0.68,2.0,126,45,107,13.51,83.39,2532.72,Cotton,Harvest,Zaid,Sprinkler,Potato,North,119.59,4.63,Zinc Sulphate
Silt,8.07,23.97,1.49,1.88,126,72,48,10.73,66.75,1123.77,Rice,Sowing,Zaid,Rainfed,Cotton,West,192.69,5.69,Zinc Sulphate
Silt,6.64,46.58,1.32,1.18,140,58,28,12.23,35.12,516.94,Wheat,Sowing,Zaid,Canal,Maize,East,256.41,5.88,MOP
Loamy,6.67,38.93,0.77,0.35,20,23,116,26.29,88.78,1653.8,Potato,Flowering,Kharif,Drip,Rice,East,137.49,7.55,Urea
Loamy,7.12,21.87,1.5,0.16,82,43,71,35.18,43.53,1631.74,Maize,Flowering,Zaid,Rainfed,Wheat,North,158.03,1.48,NPK
Silt,6.05,23.11,0.87,1.34,34,48,54,11.89,51.65,309.57,Potato,Flowering,Kharif,Rainfed,Cotton,Central,85.95,4.3,Urea
Clay,7.09,34.56,0.42,1.5,74,41,70,13.4,38.42,2210.15,Tomato,Vegetative,Rabi,Rainfed,Maize,East,155.16,4.96,NPK
Silt,4.68,30.96,0.92,2.49,76,89,40,10.15,40.0,596.88,Rice,Harvest,Zaid,Rainfed,Maize,South,256.4,7.39,Compost
Loamy,4.72,24.56,0.49,1.3,136,31,58,18.47,77.75,797.61,Maize,Harvest,Kharif,Sprinkler,Rice,West,270.0,1.75,DAP
Sandy,6.33,50.38,1.03,0.92,39,44,40,37.64,37.7,1774.95,Maize,Sowing,Rabi,Drip,Tomato,North,208.41,2.66,Urea
Sandy,6.7,34.07,1.42,1.44,108,32,51,18.29,41.36,2694.19,Rice,Sowing,Rabi,Sprinkler,Cotton,North,166.94,7.55,DAP
Clay,8.05,42.74,1.22,0.79,136,34,57,23.22,40.29,257.75,Maize,Sowing,Zaid,Canal,Maize,North,101.68,4.37,DAP
Silt,4.92,19.46,0.56,0.36,138,78,29,15.37,52.21,2503.69,Wheat,Sowing,Kharif,Drip,Tomato,West,163.78,5.63,MOP
Sandy,7.79,36.68,0.59,0.43,102,15,93,13.49,71.68,2311.61,Maize,Flowering,Zaid,Sprinkler,Tomato,West,251.66,4.88,DAP
Silt,5.34,25.9,0.29,1.03,35,69,105,15.47,68.63,652.74,Cotton,Flowering,Kharif,Canal,Wheat,North,127.4,7.3,Urea
Loamy,6.08,36.32,0.57,0.14,73,15,29,16.31,73.48,1244.53,Potato,Harvest,Zaid,Canal,Wheat,West,250.35,1.64,DAP
Sandy,5.77,49.04,0.32,0.74,114,28,25,13.91,73.61,2736.72,Rice,Vegetative,Zaid,Canal,Wheat,South,50.89,1.36,DAP
Clay,6.1,48.45,0.85,2.38,98,28,66,33.75,30.18,609.88,Cotton,Harvest,Kharif,Canal,Potato,East,137.03,4.21,DAP
Loamy,5.1,27.71,1.12,0.78,55,21,28,24.32,71.07,511.81,Wheat,Flowering,Zaid,Drip,Tomato,Central,297.55,7.3,Urea
Clay,6.51,44.71,1.18,0.42,146,22,104,26.19,71.07,2258.6,Maize,Sowing,Zaid,Sprinkler,Cotton,West,277.75,5.21,DAP
Loamy,7.71,57.06,0.28,2.85,109,59,22,21.24,33.73,1518.56,Rice,Flowering,Zaid,Drip,Wheat,South,211.74,5.9,MOP
Sandy,6.27,41.28,0.64,1.91,113,76,29,16.32,55.63,995.54,Rice,Flowering,Kharif,Canal,Sugarcane,South,173.08,7.22,MOP
Clay,6.46,17.42,0.57,0.27,108,85,116,12.82,34.72,681.22,Cotton,Vegetative,Rabi,Sprinkler,Potato,North,227.13,2.02,NPK
Clay,7.9,43.99,0.34,0.28,151,40,85,12.28,41.45,2222.22,Wheat,Harvest,Zaid,Drip,Wheat,Central,295.21,5.37,Zinc Sulphate
Loamy,7.32,15.25,0.67,1.88,31,86,58,15.55,59.39,1430.61,Cotton,Harvest,Rabi,Drip,Tomato,East,57.56,2.26,Urea
Clay,6.46,53.61,0.59,1.67,80,32,35,35.51,30.72,870.33,Potato,Harvest,Zaid,Sprinkler,Cotton,West,118.93,6.5,DAP
Loamy,5.53,35.83,1.02,0.3,138,86,44,16.5,35.7,2841.48,Potato,Sowing,Zaid,Canal,Potato,West,298.8,6.37,Zinc Sulphate
Loamy,8.04,29.26,1.35,0.75,28,79,50,20.64,35.1,1770.98,Sugarcane,Harvest,Zaid,Rainfed,Rice,North,201.08,1.55,Urea
Loamy,6.81,12.85,0.79,2.79,44,67,19,27.18,37.47,1189.04,Wheat,Vegetative,Rabi,Canal,Sugarcane,South,232.73,7.61,Urea
Loamy,5.38,29.04,1.17,1.76,73,76,85,25.34,32.99,2215.04,Maize,Harvest,Zaid,Sprinkler,Maize,Central,238.46,3.77,Compost
Sandy,5.58,55.16,0.39,1.38,131,80,33,29.97,66.72,1590.0,Sugarcane,Vegetative,Zaid,Drip,Wheat,East,148.8,1.84,MOP
Loamy,7.71,11.05,1.36,0.83,60,19,82,15.83,40.72,226.37,Cotton,Vegetative,Kharif,Rainfed,Tomato,South,285.25,2.66,DAP
Silt,4.68,33.73,0.4,0.49,69,77,78,25.72,81.76,2553.77,Cotton,Vegetative,Rabi,Rainfed,Rice,East,91.12,7.34,Compost
Clay,8.47,56.56,0.45,1.27,136,53,40,33.03,83.09,385.77,Tomato,Flowering,Kharif,Drip,Potato,East,252.82,4.42,Zinc Sulphate
Silt,5.02,29.74,0.34,2.77,154,79,63,21.63,71.46,2970.19,Wheat,Sowing,Rabi,Drip,Sugarcane,Central,187.88,5.73,Compost
Sandy,7.68,31.41,0.6,0.24,46,80,67,39.16,33.9,1179.26,Wheat,Harvest,Rabi,Canal,Maize,South,121.9,4.15,Urea
Silt,6.08,38.93,0.92,2.97,130,17,107,27.34,83.5,1669.55,Potato,Flowering,Rabi,Canal,Maize,Central,169.78,1.7,DAP
Clay,6.47,33.15,1.48,0.7,74,37,69,30.24,55.12,2998.72,Potato,Sowing,Kharif,Rainfed,Potato,North,183.27,5.55,DAP
Silt,8.02,18.43,1.23,1.29,126,64,118,23.77,40.87,953.77,Cotton,Sowing,Rabi,Sprinkler,Tomato,North,140.92,7.99,Zinc Sulphate
Sandy,6.15,10.93,0.69,0.23,153,76,20,35.74,76.73,1495.48,Rice,Harvest,Zaid,Canal,Wheat,North,126.23,4.62,MOP
Loamy,6.65,40.49,0.95,1.8,25,86,82,23.54,50.8,2313.7,Maize,Flowering,Rabi,Rainfed,Maize,East,160.91,2.55,Urea
Silt,4.7,56.04,1.01,1.5,37,48,95,38.27,60.36,1507.56,Wheat,Harvest,Rabi,Rainfed,Wheat,South,259.13,2.91,Urea
Sandy,4.51,15.32,1.27,2.03,71,42,49,19.22,74.58,1134.7,Potato,Harvest,Rabi,Canal,Wheat,West,228.12,2.73,Compost
Sandy,5.48,20.55,1.16,1.67,100,89,64,35.97,36.07,537.76,Rice,Sowing,Zaid,Drip,Sugarcane,West,70.33,7.61,Compost
Clay,7.22,28.51,0.94,1.25,152,84,56,29.18,40.17,1636.55,Cotton,Sowing,Zaid,Sprinkler,Rice,North,241.62,7.67,NPK
Clay,4.99,50.44,1.07,2.24,35,38,101,33.97,88.11,1744.89,Potato,Flowering,Rabi,Sprinkler,Sugarcane,North,282.04,3.0,Urea
Silt,4.96,23.46,1.17,0.17,40,26,70,11.13,72.81,851.9,Cotton,Harvest,Rabi,Drip,Sugarcane,West,289.57,1.05,Urea
Loamy,6.14,54.1,0.37,1.67,58,46,89,18.32,43.87,1134.9,Rice,Vegetative,Zaid,Drip,Cotton,North,151.58,3.21,Urea
Sandy,7.09,12.75,0.46,0.43,56,15,83,35.41,64.43,1036.14,Cotton,Sowing,Zaid,Rainfed,Cotton,North,279.23,4.98,Urea
Silt,7.35,57.05,1.1,1.36,72,55,43,19.55,41.28,1396.63,Maize,Sowing,Rabi,Canal,Potato,North,91.89,6.73,MOP
